"Rocket With Fin Section: Position in Rocket Tip[Y] (m)","Rocket With Fin Section: Pressure (Pa)"
0.5731004220470093,-2955.3097890744884
0.5770568277567005,-2901.8990571001164
0.581046020370483,-2900.9297215286515
0.5850327388955294,-2828.2208020885637
0.5889684763621699,-2808.7907775802837
0.5929486130533277,-2742.3398513919324
0.5969574312844024,-2719.6685221599664
0.6011672684315201,-2663.626799437162
0.6052829708596612,-2586.604534011869
0.6088245962553784,-2596.9480560698057
0.6129939833091738,-2502.175948146787
0.6169823244342407,-2457.720608922996
0.621354942332365,-2465.3958562310922
0.6248181376976143,-2416.633783743179
0.6290771913670474,-2324.4333899394464
0.6330615600524998,-2296.1866672733663
0.6370208754033346,-2291.033686386427
0.6414123677875472,-2251.454717280293
0.644902788000487,-2213.333117204442
0.6492746440670432,-2150.9455775271413
0.6528059147881045,-2127.6798877275523
0.6570866577742513,-2046.6784087034
0.6610182517317671,-2000.4609032603105
0.6653185544014606,-2015.5681473406194
0.6689003059882095,-1987.3409994794715
0.6732103470771935,-1903.129581796915
0.6771458840214983,-1892.673665864585
0.6811187388688464,-1903.040787198136
0.6850926636501808,-1869.4112434599228
0.6893079964506692,-1811.5965002357589
0.6929542838828995,-1747.434616848792
0.6970892397777708,-1762.931249851647
0.7012444280854455,-1766.2837615852093
0.7053510416004334,-1704.5631498731852
0.7096820126728012,-1666.9745903101375
0.7132714221987808,-1676.8999024770303
0.7175322994697668,-1607.3264892908994
0.7215053395203179,-1590.0323383044133
0.7254398493181371,-1623.8744978841269
0.7294017468757612,-1574.08583286786
0.7333979969439339,-1520.3946167558695
0.7377831950513796,-1515.7939117825558
0.7412405370017854,-1529.972615205644
0.7455386209183226,-1526.4085548589924
0.7494712188819779,-1453.511390551806
0.7537679214297557,-1389.3347517168188
0.7577474690442336,-1429.4138469892252
0.76120252128061,-1442.8624747133426
0.7654129544674066,-1369.2197681789846
0.7693185613315319,-1314.462447012797
0.7735254974947983,-1364.069041074073
0.7774413448396682,-1276.5037440733697
0.7815272449270025,-1223.6785628363164
0.7854980158719471,-1349.884345323008
0.789763696760436,-1339.7387608283982
0.7933459991382501,-1304.3343386688705
0.7977089010857117,-1271.0202663424795
0.8020012516285127,-1156.7850050432708
0.8060965234736746,-1116.8407764240806
0.8100803291704011,-1114.7461513379133
0.8143714822834884,-1101.699386889758
0.8179865086608411,-1104.9004615988954
0.8223022029488518,-1054.8806599286238
0.8265802513790736,-1048.5090245209885
0.8310630788201341,-1110.0399302566852
0.8352085025747262,-1082.2990496215307
0.8397545730088567,-993.9471461835285
0.8440575448835348,-1059.7283040229104
0.8486873183121977,-1065.0380210102871
0.8531586303429981,-1028.5263963757075
0.8578320729473707,-985.1303406865586
0.8624927496031356,-940.0885783414494
0.8675567977726144,-953.6972140962162
0.8725370668166876,-932.1334905789482
0.8777785961978253,-904.3568697725308
0.8834741226229912,-901.5405352425864
0.8884918304956793,-904.700198365919
0.8932851509234301,-923.7513326593971
0.8978815048844107,-815.6534456120801
0.9023076985246838,-750.3569743691095
0.9070571397435276,-807.3965974243748
0.9120903177456599,-879.9927480401502
0.9169512165473204,-851.297790806439
0.9221821143413558,-744.4673230490544
0.9278511130070626,-712.3569010453532
0.9330876451285466,-832.1403297429943
0.938723739886069,-852.3268279732854
0.9443659347282731,-678.2922989959973
0.9503115068402115,-610.2019047939235
0.9558009327276344,-732.5673031035801
0.9609967374962336,-776.9917705397734
0.9662503843458841,-644.1607803291048
0.9716804155070107,-604.8720846593571
0.9773598330311923,-647.2877988004456
0.982049696663494,-682.8769037623579
0.9880805611969523,-689.3538905359381
0.9938790232277868,-564.035356376088
0.9997009253361371,-589.47500706741
1.0052775844952555,-656.1527254243069
1.010532573934847,-561.6868267026786
1.0157224925358121,-454.92272699064455
1.0212760318201466,-535.4637390545531
1.0268608028884614,-615.0781232178765
1.0320633921928757,-537.5429925008431
1.0373977381326254,-567.3426366745488
1.042888498687006,-649.0668868099592
1.048353417090146,-565.2743127608853
1.053829788805099,-488.35113175105755
1.0590675294683867,-434.030664928967
1.0639725892412386,-484.21639983260525
1.0687159055778972,-600.6701320346007
1.0737956329984968,-515.1255657373704
1.0790328539560348,-431.66673376362695
1.0843046511649574,-467.88495845629836
1.0899704652706002,-468.5415767832702
1.0955456016543856,-422.2106761153011
1.1014030038130012,-414.4740828212775
1.1067672086012543,-388.92267438546696
1.1118998094582861,-435.2700484735295
1.1170361390699197,-472.2476857968652
1.1219310055225602,-432.3984828138147
1.1271807283114181,-448.67518293220036
1.1322359878405652,-461.80453700737525
1.1376332737243249,-392.47452437102083
1.1426844859665684,-391.0983067580489
1.1482960409702252,-412.3268890366642
1.153855458013091,-374.4065595505385
1.159379051855767,-332.3971555423216
1.1648901538928087,-333.7304686873314
1.1698210774322524,-379.3118866297817
1.1749029781287408,-409.3069792072487
1.1802115417918368,-361.12570926038177
1.1856519416595954,-323.8078204081172
1.1910099641524095,-375.76928890898563
1.1964983458200116,-406.62732642498025
1.2016230145034772,-318.7688190145908
1.206449826291389,-306.82505735421165
1.211252536760744,-320.507144294544
1.2162296648034188,-332.3960642737934
1.2214224765512491,-334.0205431092519
1.2266441166122406,-347.28360295103926
1.232893945069606,-347.34968971726863
1.2385531401332381,-297.75879582061407
1.2439391399687545,-243.56161919894373
1.2491856695413586,-255.67145800216304
1.2549768361515516,-341.3817264942189
1.2608888916670382,-342.9351723534221
1.2667214934552813,-235.23601056441703
1.2727341600904238,-224.9604289944963
1.2779695422922195,-297.45842200628476
1.283131742913722,-336.05432032924483
1.2880390485746407,-373.5565329621387
1.2929757739015666,-379.55409788227934
1.2982572931362362,-216.57109731013037
1.303606968096051,-128.07949042138645
1.3086067926875213,-198.1139685702799
1.313701207896176,-219.4045229438529
1.3191196371705505,-281.7378103719697
1.3246085944716763,-248.89322521039276
1.3298862122313897,-170.42812046416
1.3350495083123521,-254.65971416181574
1.3399848693957368,-236.5412770346154
1.344839334813054,-248.79007481585705
1.3500459521314814,-230.9718921810948
1.354971336584617,-217.43476782280698
1.3599366511651485,-251.29208995173354
1.3651505340853196,-290.4417040556638
1.3708219934254258,-258.8027663859531
1.3762001012142984,-208.13977791977737
1.381418080540525,-208.91571608828343
1.3868844886397398,-157.69091861077231
1.3922989690922156,-159.93183404617992
1.3978639728492892,-226.18161701139502
1.403239685734377,-210.31659061487954
1.4087618519189573,-181.84009277160303
1.413949235265183,-196.87937799447616
1.4194584121826685,-231.7099655170851
1.4254466409780475,-272.95726676778673
1.431885694541304,-188.9893519847835
1.438070815760203,-145.3020330648046
1.4445137837877315,-203.18579413952196
1.4505641562222644,-204.52766594178658
1.4558667252534738,-154.15934875299453
1.4607337719237856,-177.9591929549486
1.4652939965153107,-179.75299013343658
1.4696911929486531,-200.78382147326215
1.474589465918902,-226.78995737513065
1.4793846227255338,-226.02487697432048
1.4843575335048436,-212.1241705356662
1.4895088230387346,-197.01499775456335
1.4947625901480983,-171.84625052203265
1.500055496702662,-168.976280056164
1.5058240951568447,-194.21729912897655
1.5113506701270534,-94.66379924423899
1.5166144705260576,-68.9808305890673
1.522245713616423,-119.95528721501469
1.527580297997181,-187.063971654552
1.5330442283831236,-231.8091678251007
1.5384327453636881,-191.88686171765528
1.5434813370441367,-181.10366335245084
1.5488898017611759,-174.55142123075774
1.5541020337607325,-190.77703771090887
1.5594137924888647,-223.4725587219517
1.564440884519799,-202.13372940783765
1.569263852582444,-78.95330725245013
1.5738519471468773,-107.10117922297452
1.5783418691322304,-159.68406292248855
1.5829746980516228,-205.77176788391336
1.5876102959618932,-259.09723705285387
1.5923546142742093,-243.47130986610338
1.5972401311154822,-288.44535782121795
1.6035647041587564,-205.05841254037486
1.6105261350648856,-61.981653036652126
1.61797619568899,-25.05936655525801
1.625935665714644,-41.91350025651689
1.6340254659316313,-127.79738700297173
1.6410020084595032,-192.57647121772993
1.647697845690778,-180.87397147579287
1.6534368121363305,-124.40762744638208
1.6585300186360414,-1.9049853155170995
1.6629654935259424,-37.42452350240034
1.6672111514845724,-192.09583662340054
1.6717236762940246,-141.9739635941161
1.6767607477691662,-91.59216113148165
1.68232685879725,-122.0043188042429
1.6877943332402652,-112.25906964653211
1.693362815090587,-149.35498378397912
1.6990600653336523,-65.48572289565391
1.7042404820503472,-37.85188309414893
1.7095768327242231,-112.29810571695276
1.7144949996561711,-146.03389720146055
1.7196986716876381,-136.0229359492722
1.7240096704911936,-148.9353824879747
1.7294134855090253,-99.99396040302577
1.734754001346042,-61.275568196092465
1.740004636528948,-93.53747342036446
1.7455950276120653,-146.9221738067403
1.7518770234616146,-143.37555258441878
1.7581836872997718,-109.03635081393227
1.7644238521204783,-88.47846956896275
1.7706827016149977,-70.15201090637892
1.7766651785472531,-88.39142794310182
1.7820270532791633,-149.66162191947228
1.7872096418653074,-144.057881137008
1.7923327353337162,-96.23621624449271
1.7977762294294761,-71.32738062137118
1.8033090051359166,-99.84913549553693
1.8094706912770193,-196.35079799944094
1.816059906011078,-221.62253892354346
1.8232144753708397,-207.8625441630062
1.8312214332142929,-80.93107475333356
1.8394404607051555,47.5874021577888
1.8474684190925394,152.4702035236859
1.8553334345359827,104.14416045507616
1.8620327792374407,-26.320807955971045
1.8686650354610175,-30.97113012798479
1.8748445242151333,-41.45955474749569
1.880242832414312,-40.629759733073364
1.8852815724619116,-118.89298059514468
1.8902612803867438,-114.80164778159435
1.895564709545602,-90.9031454519614
1.90096812721612,-119.96532220518547
1.9065944213452983,-60.992418154647545
1.9117955171438379,-80.1916659075617
1.917316506262225,-65.74351592849428
1.9230859800905538,-11.974358488253225
1.928490411131708,-98.2593379225005
1.9343942223154318,-115.8858774363239
1.9401405193705195,-13.44742926769322
1.9455374131503078,-18.66246754438572
1.9509460845893003,-90.66375661827043
1.9557358820416093,-88.1687099262416
1.9608192766065986,-43.326529818116086
1.965479019569382,-26.32062219446896
1.9701760034733984,18.724741548931412
1.9750465961995605,-3.1614114939214493
1.9801977346202884,-68.78624179430639
1.9859027137216498,-83.49917769024216
1.9912891026144794,-104.12436569204998
1.996541239775192,-75.8375573850752
2.0017288426619055,-53.84520152881691
2.0070567128146073,-63.16505622639447
2.012658914547663,-36.489354351606195
2.017895464978095,-34.933524361389175
2.023052706480577,48.754893821768405
2.028271847640084,66.44435473599779
2.032914093409413,-111.66631924994938
2.0370518833632656,-145.06480665114202
2.0411380357601145,-56.009201764273094
2.045144455710166,-75.92091031697231
2.0491880715662067,2.7859213738435766
2.0534482504469582,133.01601003013414
2.0579714729077407,87.9536059496922
2.0628724078222658,-7.564842049405423
2.067994932060645,-12.825819225529731
2.073445613579792,-38.30281812091181
2.0790290133159823,-98.20385666705536
2.084080032703051,-27.030846032732132
2.0891150246007895,-6.778718254800255
2.0947983219257744,-73.25690761982014
2.100549886886114,-7.858579047365111
2.1058880114451703,25.845181529863567
2.111283526502356,-13.480392211916469
2.1163092463405797,-82.3429985314368
2.121410127255892,5.6669119714718885
2.126877825501777,55.03916121037829
2.131865435021123,-4.880263662982767
2.136704498794953,11.117611859783494
2.1416025132024368,9.694230726039201
2.146745136511158,-41.170249633316615
2.1519675821199047,-49.9718908565692
2.1573743438848614,16.255554072512957
2.1623712158086157,-17.140695857307385
2.1673150857916132,-37.33986364723994
2.1728230067365906,17.383716140709243
2.1778906038378585,59.851678038740786
2.182820912688656,46.25939411311706
2.1876758104515734,39.77761903451877
2.1926503658939116,26.087267283552897
2.197412338736067,-64.7310111909035
2.2023430594863984,12.408134235998762
2.2070244728470483,45.755170164866946
2.211528541974497,-26.39806263289804
2.215883840540031,-59.146987519758895
2.2196143399839103,-71.46735890715351
2.22404546780556,-36.61858008674007
2.228508175902248,18.50216934112477
2.232894536859519,30.563389621295283
2.237157808193757,36.75911298338269
2.2413448200624133,100.20190942780421
2.245479320773686,87.44429205402615
2.249873282731201,1.6083896481057325
2.2543119349366973,-36.72867858246353
2.2590827758402368,3.3890353299095803
2.263871101580585,336.2251415288283
2.2680062231705573,2112.4698152067103
2.2694713384359044,2775.1916041653494
2.2713643681604867,4162.653302387762
2.276505805526735,5063.03749223834
2.2800221223739894,5567.594705237772
2.283393783847601,6004.918766920599
2.2868490390376754,6430.296257344963
2.2902204370066923,6587.800502024898
2.2936431053334445,6887.28977512072
2.297065774553904,6923.9270501860965
2.300488443717718,7147.2014033212035
2.3039111144684754,7029.593893905041
2.3073337846749595,7244.340308203504
2.310756454850933,7622.102754573958
2.314179126361021,7694.30861529641
2.3176017974990204,7613.668526758486
2.3210244689487824,7606.78516748208
2.324447140952315,7349.823993568336
2.3278698129594595,7599.690560233044
2.3312924853312706,7738.938841202726
2.334715159980683,7631.951468989561
2.338137831260648,7670.317718503089
2.341560505007581,7593.238389674061
2.344983178245153,7348.447562837033
2.348405851909342,7186.689617163498
2.351828526094754,6946.318626622768
2.3552512005448496,6994.843239958544
2.358673875887611,7170.2898875140045
2.362096551370722,7195.827604982163
2.365519226703272,7132.381870934112
2.368941903795551,7302.922037970713
2.3723645783328737,7347.798235299668
2.3757872547272734,7222.9313422898485
2.3792099313580404,6990.843508199601
2.3826326082285485,6711.610403707932
2.3860552857011856,6899.542710806954
2.3894779631427836,7040.934431177414
2.39290064211499,7005.741893353727
2.396323319304691,6945.992914591574
2.399745997709178,6786.520782953049
2.4031686765142863,6604.1334639921615
2.406591355732397,6653.476585287364
2.4100140350652435,6604.612559404459
2.4134367146906373,6444.730433422852
2.416859394767848,6447.049562150291
2.420282075007973,6499.230984459475
2.423704755599971,6513.670730938158
2.427127436609006,6594.366649935291
2.430550117711604,6762.873938826417
2.433972799598037,6512.309470599273
2.4373954811689797,6214.9120647682885
2.4408181631816883,6344.316786614435
2.4442408455348814,6453.879939642747
2.447663528343348,6394.206629804111
2.4510862113285565,6410.617969543486
2.454508894943057,6215.498674781306
2.457931578428777,6263.775811073804
2.461354262304586,6502.812852682725
2.4647769463484552,6286.306572428854
2.4681996313742536,6202.975764027995
2.471622316140646,6183.520106837133
2.4750450008551126,6167.019119667314
2.4784676863976314,6326.180144869386
2.4818903721134085,6192.2252342563925
2.4853130583051977,5940.632125695799
2.488735744242023,6079.613273727984
2.4921584309072737,6209.89701650592
2.4955811179915637,5995.445961015879
2.499003805196326,6202.74026816431
2.50242649274146,6194.040514879473
2.505836108027167,6345.962374229917
2.5058808676894606,6345.554268069487
2.5092132007216024,6157.694763342223
2.509414071981035,6148.378302689762
2.5125902945628993,6170.362461129158
2.5129472731122435,6180.304457309457
2.5159673893534396,6174.482709568822
2.5164804710214885,6164.091449723151
2.519344485202393,6126.339810940496
2.5200136657137056,6147.489602112827
2.52272158209776,6197.17606253016
2.5235468571311794,6193.814698963264
2.5260986800057603,6097.112053448365
2.527080045287903,6026.842268503236
2.529475778812423,5878.65481765835
2.5306132301216513,5827.871509467591
2.5328528786552953,5759.940735766424
2.534146411780313,5692.105740100857
2.536229979495487,5634.406649001865
2.537679590261337,5662.626778913298
2.5396070813819653,5772.411379905561
2.5412127654355436,5857.802288709809
2.5429841842670364,5897.897437750344
2.5447459375732273,5833.271031457538
2.5463612881980575,5658.623424490396
2.5482791060827688,5469.643809450709
2.5497383930680964,5401.434690485063
2.551812271454122,5413.81304082145
2.553115498926282,5472.035633625566
2.5553454336788355,5595.561526590326
2.5564926058141917,5654.134473394455
2.5588785926589295,5742.820219113728
2.5598697137122315,5745.888423180306
2.562411748341893,5697.0601848843435
2.5632468226157386,5632.799836956262
2.5659449007927835,5380.360025262882
2.5666239325134557,5347.198350946734
2.56947805008526,5428.178406031618
2.5700010434232285,5451.029973383914
2.573011195980872,5396.018511188022
2.5733781553647397,5370.944574394151
2.5765443388015523,5248.016574756977
2.5767552682750994,5246.144400383074
2.5800774782733695,5256.545674753545
2.5801321220488718,5257.94685173381
2.5834956665658386,5386.016886113902
2.5868956337521287,5429.857868198101
2.590354296368197,5453.137417076056
2.5930190122842007,5380.721845787629
2.596442331374244,5066.079359221844
2.60075878228981,3225.6993751194373
2.600789497684919,3202.5920683570207
2.6031220384867653,892.6715464280151
2.606649951412071,-807.2858938722163
2.6091976429598707,-1888.5651939029096
2.6127979698244506,-3002.8394419863484
2.616422877974793,-4004.6411447159094
2.620242837676048,-4558.549895412651
2.624158053413862,-4496.165373607593
2.6281154000524034,-4318.130979837907
2.6321217579997382,-3782.120442104318
2.6360206505388364,-3097.2828923889138
2.6398792886893467,-2434.2040217357376
2.6438051218895082,-1922.3578320643542
2.6477350272407887,-1485.815975602964
2.651665059169279,-1111.0593599661574
2.6555965729213997,-857.4978900080056
2.6613550434894377,-702.4324540345376
2.665261957289489,-634.140615604953
2.6663125133514383,-4178.906913672414
2.6663125133514387,-13301.872193822623
2.6663125133514387,-12975.526669618366
2.6663125133514387,-12963.593615215228
2.6663125133514387,-12913.896163040681
2.6663125133514387,-12524.171114305853
2.6663125133514387,-12478.847341844672
2.6663125133514387,-12211.442800706849
2.6663125133514387,-11915.483141519915
2.6663125133514387,-11737.86195085882
2.6663125133514387,-11122.026359092572
2.6663125133514387,-10342.44343607506
2.666312513351439,-15552.545828578894
2.666312513351439,-14643.451682313811
2.666312513351439,-14375.170462250284
2.666312513351439,-14345.288416166473
2.666312513351439,-13465.849443404444
2.666312513351439,-13142.747185906106
2.666312513351439,-13031.77488111905
2.666312513351439,-13014.431550187834
2.666312513351439,-12999.855526352749
2.666312513351439,-12847.928009244411
2.666312513351439,-12807.12563173379
2.666312513351439,-12725.795268482776
2.666312513351439,-12721.87467955589
2.666312513351439,-12717.39754946532
2.666312513351439,-12531.334777975087
2.666312513351439,-12388.122675793195
2.666312513351439,-12320.04856385143
2.666312513351439,-12240.173351277394
2.666312513351439,-12093.383082474911
2.666312513351439,-12079.743904791747
2.666312513351439,-11980.065068304008
2.6663125133514396,-15275.739174640647
2.6663125133514396,-15275.739174640647
2.6663125133514396,-14888.711945030354
2.6663125133514396,-14732.33851265797
2.6663125133514396,-14258.78461713601
2.6663125133514396,-13968.19752562248
2.6663125133514396,-13893.772250569418
2.6663125133514396,-13865.440618293225
2.6663125133514396,-13525.348143602829
2.6663125133514396,-13499.660729522406
2.6663125133514396,-13203.54055204613
2.6663125133514396,-13024.046023489751
2.6663125133514396,-12962.937395404262
2.6663125133514396,-12507.60789297974
2.6663125133514396,-12318.253574522922
2.6663125133514396,-11952.636935588665
2.6663125133514396,-11816.28539948757
2.6663125133514396,-11662.961192603863
2.6677629933838656,-13282.386865903838
2.6721064256169043,-11503.19165063739
2.6761235876371945,-10973.75909261099
2.6800656721563865,-9943.55894618334
2.6840644895833288,-9470.385291091798
2.688235379467197,-9235.930236079768
2.6921516135581505,-9055.760689325447
2.6960078616651844,-8932.636508582598
2.700150475477639,-8771.116379235218
2.7040134877104203,-8711.704182783957
2.707876783949943,-8619.357077574217
2.7117547806126963,-8459.101965700975
2.7158758282434947,-8310.410382631373
2.7197611240703,-8222.378149088872
2.7239021316847647,-8092.739897371865
2.727386676215641,-8018.341964058964
2.7316200096920564,-7941.773790817309
2.7355469040165166,-7852.907894698144
2.7394867265563083,-7741.069344696534
2.7434593876139837,-7591.337012014577
2.7473201902302105,-7470.357062351963
2.751234673962854,-7352.940543183766
2.7553629905635724,-7191.422385529473
2.7592751794826036,-7075.661786854481
2.763343316667714,-6968.551272030089
2.767257898057778,-6843.99300776841
2.771359840675448,-6681.615755167182
2.7752476510933577,-6503.863462248286
2.779195963438799,-6368.216263951101
2.7829945829674823,-6333.292004155233
2.7868943638414985,-6209.836434784667
2.7908617978862136,-6093.262854327384
2.7948399306501335,-5996.866818815931
2.7989108550400656,-5845.037975485071
2.8028545777205527,-5734.469556412045
2.807028242450015,-5574.709164362768
2.8105423235198415,-5469.010578806616
2.814737035702109,-5414.176967327519
2.818616582781398,-5321.776594202989
2.8227756162537747,-5118.912338635079
2.826695342408013,-4998.1479895517905
2.83080176073296,-4883.9668523084765
2.834325183698225,-4761.830043854859
2.838486555753934,-4646.094282931067
2.8423941633086924,-4532.07588424188
2.8465316842541806,-4356.362731876032
2.850476442024813,-4215.749244055741
2.8543372850734956,-4129.572378510546
2.8563125133514395,-13547.087057178323
2.8563125133514395,-13327.999489293432
2.8563125133514395,-3179.529421024137
2.8563125133514395,0.71588981426064
2.8563125133514395,3013.0516327312585
2.8563125133514395,5235.333120567586
2.85631251335144,-12225.606435246369
2.85631251335144,-10578.297036551565
2.85631251335144,-9660.449236230514
2.85631251335144,-6866.9080422182615
2.85631251335144,-6408.6629709284925
2.85631251335144,-5464.355054931065
2.85631251335144,-4898.114999971766
2.85631251335144,-4898.114999971766
2.85631251335144,5909.032562123827
