"Darwin 2 Domain.Rocket: Position in Rocket Tip[Y] (m)","Darwin 2 Domain.Rocket: 00ser Field Function 1 (m)","Darwin 2 Domain.Rocket Aft Cone: Position in Rocket Tip[Y] (m)","Darwin 2 Domain.Rocket Aft Cone: 00ser Field Function 1 (m)","Darwin 2 Domain.Rocket Base: Position in Rocket Tip[Y] (m)","Darwin 2 Domain.Rocket Base: 00ser Field Function 1 (m)"
0.2582512833772346,0.14938637043263456,2.673074254143392,0.17392629755841116,2.85631251335144,0.1068281076303262
0.2563276956989742,0.15475872553776365,2.6693900531683425,0.1748208515924992,2.85631251335144,0.13552120470156942
0.25824187501275375,0.18285329466612268,2.6671226614745898,0.2245009393356001,2.8563125133514404,0.1264914212749601
0.26017054921354177,0.19140551273710996,2.675259115489858,0.0860241569763283,2.8563125133514404,0.19827407747776488
0.25248009979264685,0.10848217664339455,2.6743711511140273,0.08181697753938537,2.85631251335144,0.0906396053325846
0.2543961875375582,0.18903817572500792,2.6781697960781994,0.2062023562350435,2.8563125133514404,0.11700355508421453
0.25632405530820446,0.13053171423423818,2.8403699763359316,0.08247701989891729,2.8563125133514404,0.19674952330027162
0.2620642162460989,0.11896132473741018,2.6732439761047093,0.24863135260677585,2.85631251335144,0.11109384604815946
0.26337442536163985,0.08512819499289886,2.6667761449968994,0.1921599894637369,2.85631251335144,0.10256521678770711
0.2582386376165,0.20334074111937936,2.6696909670945312,0.2847096045007066,2.8563125133514404,0.15928596797548125
0.26015645841792967,0.1395534754068763,2.667762962967005,0.24345258396462408,2.8563125133514404,0.21236842472191422
0.26016693293634807,0.07728088479952294,2.6722926622277643,0.2057588339035362,2.8563125133514404,0.09854930142421474
0.2620577781972786,0.14103564187454132,2.85247205855392,0.06668903977237585,2.8563125133514404,0.19963270362821528
0.26392487800507425,0.18514013107409497,2.844529345787512,0.1069980300556645,2.8563125133514404,0.1680284687798812
0.262056692484113,0.16641566891634127,2.851123006390219,0.15471843711739813,2.8563125133514404,0.06430786690027987
0.2563317832174139,0.12229895950668111,2.848739614404237,0.10216514901983544,2.8563125133514404,0.08908862053055965
0.25440615184257886,0.13957087176264188,2.681146414729817,0.12699121276324057,2.8563125133514404,0.21646527253704892
0.25826799831531577,0.12257896357630153,2.6781673024767176,0.23058022244721058,2.8563125133514404,0.13713792461953037
0.26024333842074515,0.09573468951512765,2.674363847532473,0.12131027716940297,2.85631251335144,0.12576934988620578
0.2621785738115778,0.16280631312504779,2.850477504493936,0.11923340138676397,2.8563125133514404,0.1421025751468102
0.260964962205874,0.08446714459137171,2.8476845271105216,0.1450215515043668,2.85631251335144,0.03925972490654774
0.2505591645542342,0.1446803656405416,2.8473560265360907,0.07583323359758094,2.8563125133514404,0.05985606731192835
0.25246538748413316,0.17852418327664002,2.855544929778366,0.1236673020197992,2.8563125133514404,0.2036691325632956
0.2543805310682723,0.09087381367017933,2.674361109657719,0.1779831653495761,2.8563125133514404,0.16713090520522342
0.24866174390013016,0.11449456406063259,2.6781583259276966,0.2608541149573062,2.8563125133514404,0.14274641966090554
0.2563085259379658,0.17667141573513873,2.6811461797204488,0.0983841195746791,2.8563125133514404,0.08460366701406931
0.2505577201514644,0.16791318365960337,2.684101902245572,0.22927719795034415,2.8563125133514404,0.1591951224693331
0.2524678032849268,0.17558798274091464,2.8360097157018127,0.11022530992288272,2.8563125133514404,0.1484663763202478
0.25439055542322864,0.11714720470247136,2.838515829189597,0.09751938679417321,2.8563125133514404,0.13948025271449235
0.26258859105134075,0.12868586396971615,2.8414868380074267,0.1812225362228905,2.8563125133514404,0.10967537732378681
0.2617167073588406,0.11993280181086192,2.844574032898261,0.27223745825652274,2.8563125133514404,0.11616087759981539
0.26408413300967254,0.13334768898776383,2.6701686943859455,0.2102282009585539,2.8563125133514404,0.22768445539565244
0.2653565083523612,0.15962236587209655,2.667127237106776,0.2875274024222419,2.8563125133514404,0.11950911757988933
0.2658974963384137,0.10625925813410367,2.6693953128459196,0.1709327518359563,2.8563125133514395,0.09649370755588711
0.2582338647028095,0.13774775049179788,2.6671218410220052,0.23075530893633073,2.8563125133514404,0.09362113860357381
0.26014915796477256,0.19627912061845734,2.670162959698982,0.16501397741558713,2.8563125133514404,0.06139079836660408
0.2620343446313038,0.1352161502729703,2.673074228007611,0.14908170778611796,2.8563125133514404,0.03954924816489361
0.2601597186357987,0.14287988996240805,2.8554484963235867,0.11652953730662884,2.85631251335144,0.13643352020350047
0.26205274985342436,0.1769395483126545,2.8533448289820202,0.19616210735655756,2.8563125133514404,0.1516143977159417
0.2639627153503348,0.10006968290904258,2.8553566479556087,0.18272726956389881,2.8563125133514404,0.11402751262304547
0.2639554944485005,0.1879767070658639,2.8533430587508946,0.11892779666818984,2.8563125133514404,0.12078142384017707
0.26584596949469663,0.151860475956569,2.8528855182056825,0.1472979692877271,2.8563125133514404,0.1209651915573166
0.2657708776061858,0.10724970464524144,2.8502963216067787,0.1250865578275089,2.8563125133514404,0.05679233552755193
