"Rocket Body Section: Position in Rocket Tip[Y] (m)","Rocket Body Section: Temperature (K)"
-0.014387526134425472,236.39401972973008
-0.01298922019998546,241.03683440861857
-0.010315684365453904,250.1021387741979
-0.00791256630462686,254.69077254713494
-0.004178231962164134,256.98280875707593
-0.0010234313836088105,254.45381162019845
0.002066116652323496,254.7545210501707
0.005537423392269159,255.05424580599777
0.008688787091541535,253.8821026197179
0.012052212251928655,253.22763842322547
0.015056915243943257,253.75658044616569
0.018051032488983317,254.08813159170947
0.021534376545150995,253.55205265287395
0.024522390970143956,253.00604543586712
0.02799664325748717,252.67621070851402
0.031034038892552275,252.24854411422723
0.034531295865837,251.5332485589423
0.0378595225896596,251.34044951082188
0.04082752709134537,251.56433275523415
0.043864556681148824,251.4616750775798
0.047352826436776366,251.19518599540018
0.0503718761062983,251.24997133305203
0.05362134305188521,250.46071668357584
0.05710795137667452,249.85020757808695
0.06033625626071343,249.5173365447539
0.06338062549831486,249.29859871822003
0.06710800931577848,249.33933039134504
0.06942246273110658,249.3286772019435
0.07285031161658477,249.0229491889637
0.0762494138455753,248.43851458872524
0.07977745123387374,248.03020878472486
0.08309770537027808,247.6755378527362
0.08650700851993588,247.22164048799493
0.08875956756528404,247.20636052637397
0.09251348212952139,247.150869003669
0.09583876370155932,246.83924275649497
0.09887080130914051,246.684841406293
0.10237581861283063,246.27625074153323
0.10576100269022504,245.4517229142847
0.1087961149843596,245.160173348501
0.11259994816446717,245.1844963318341
0.11486465964653314,244.90342009064886
0.1188028573806935,244.8118753996062
0.12172004071580021,244.51488798181944
0.12513687692055375,243.965625339197
0.12842365393294916,243.60740759953734
0.1317733991757238,243.24623093986855
0.13556261007151735,243.13448873087884
0.13757051903786607,242.9928078374715
0.1417347284769613,242.68080583223073
0.14497570653566147,242.3347051580769
0.14788602335826204,242.0353263713742
0.15133883423100855,241.51404635760107
0.15493007186478844,241.21703879893244
0.15809600245624753,240.90038301906935
0.1611454338511272,240.71632391772502
0.16441654869129502,240.60095203273107
0.16762881824078352,240.43230740148476
0.1708578622066333,240.19187936542974
0.1741844457667477,239.74200525244174
0.1774786379836633,239.19829868729624
0.18049023331188013,238.85908600295818
0.1836056331804355,238.9413927444529
0.18770253383200225,238.60047016323423
0.19083163815001597,238.15230939557551
0.1937432291689321,238.0165593219829
0.19714074865569425,237.7093338291653
0.20059374543266745,237.37363638502927
0.20386151399766717,237.01895114250715
0.20686080290615716,236.96704658716837
0.21000613767038456,236.8023407749459
0.2137503771464322,236.36542147757652
0.21675803605721478,235.9253320028575
0.21986878231966478,235.7109911383838
0.2234037078750608,235.6666070159054
0.2271422444355713,235.3591011719761
0.2302627266348123,234.99414397131443
0.23358351781881947,234.63776499341503
0.23684063567085745,234.37985776794326
0.24004327612324095,234.232396745637
0.2431735624606126,234.04495211202732
0.24670201231295574,233.6581215757303
0.24982639571525508,233.39087381840153
0.2536059009167613,233.26291680857233
0.2554797868690797,233.1756007803442
0.2593569800291349,232.8873890555833
0.2626053108812163,232.4388961017728
0.26666816081903133,232.29447455385343
0.26964098482206755,232.0776608931855
0.2725179656512535,231.71416640494098
0.2766372539932906,231.42962020647417
0.28015692224623806,231.1287513483862
0.2820457350586005,231.0064922013505
0.2853624742312146,230.8729600462673
0.2892770552974701,230.56673106147608
0.2926067176376585,230.19705281321325
0.29620737004333914,230.0894203124903
0.29936103334640557,229.8922700646811
0.3024175500281256,229.66957093856252
0.3054022435070786,229.43382839129418
0.30916159058143994,228.96608547340816
0.30918506114153316,228.96198885597383
0.31224936755159377,228.6667868202966
0.3154592794087258,228.69728921684273
0.3189624143412099,228.47824570299144
0.32262991006646374,228.23261411564292
0.32560331128161585,227.87054712893374
0.3256660093648495,227.86026895324105
0.32918352370790965,227.67560266463576
0.33267274761537163,227.616198920115
0.335622010282915,227.37250792464496
0.33907055482052967,226.95593134797986
0.34240002975675105,226.83271210404857
0.3457783748406486,226.7148059822758
0.3488476280802481,226.36992739220506
0.3489225732952394,226.3579936582958
0.35180543799920255,225.8282043443395
0.3550653688356517,225.60672055940046
0.35918852868203704,225.65302901551138
0.3626702503405596,225.31260343819866
0.3651509684919813,225.04118187639074
0.36861866090209155,224.9525507237608
0.37196174938516097,224.73785656281206
0.37544184350295645,224.46664785803318
0.37893326489833407,224.38655077507747
0.38234117268707174,224.09087085264176
0.3859257477515749,223.80000171506612
0.3882311191150489,223.52936967157723
0.39267456429394326,223.43005908636366
0.3950516640476402,223.43489404989737
0.39831284631588754,223.12413220139618
0.40184261923689285,222.6992348005624
0.40530681519370243,222.52388940156314
0.40905138927886336,222.3071508323078
0.4115319743365859,222.228382275673
0.41526991723794787,221.9406003656416
0.4187361368243529,221.58486287380452
0.4220288518137358,221.54668161431567
0.42540921665079806,221.3406360712322
0.42880298178195203,221.09935105412876
0.4323650251563606,220.98369904584848
0.4346874835856937,220.76760680151682
0.43895477841439334,220.59739541009958
0.440866404950811,220.1964879055453
0.44527650313734457,219.84435626778003
0.44867471666369607,219.68354567383358
0.4520969832355549,219.41531966357127
0.45571121053104335,219.43531617882283
0.4579387392180748,219.20293062636705
0.46250487398576834,219.01672833392456
0.4649525181621824,218.968729561571
0.46843689392579535,218.76705389016013
0.47191670590234625,218.4238747438342
0.4753988043865133,218.07250940249074
0.47890949903579705,217.8860565580372
0.48132701482266615,217.74895735747657
0.4859036833976408,217.66114935583948
0.48817615058933106,217.5801370765331
0.49191843567117755,217.2763548214637
0.49527464304893176,216.87139491439297
0.49947935790354736,216.9486210205744
0.5014039912290232,216.89145720523825
0.5049736033977564,216.57819674458966
0.5082065828362522,216.19665977906556
0.5115786767425502,216.0167032566734
0.5152436256738052,215.99707705454853
0.5186967620988946,215.52315529255782
0.521968430409674,215.34616203908118
0.5254198996974054,215.42596211000878
0.5288512582835266,215.22217653013826
0.532359526085776,215.30252465499873
0.5336125133514399,215.3084294216439
0.535997306040744,215.14995999931352
0.5383474635705984,215.0955042072231
0.5434696817558123,215.24112831781602
0.5474779908646533,215.43714300498937
0.5515008779003355,215.5381930530911
0.5553394756643392,215.5162862136748
0.5590749712091309,215.78347321637182
0.5629184884725512,216.04790414254092
0.5669392380665498,216.0156985992761
0.5710082022220947,216.16350292337415
0.5758599529028362,216.45034152429395
0.5783304136751598,216.46158907965304
0.5836967074196658,216.45833054125148
0.5864211026231311,216.60462974112227
0.5914201299923706,216.75974017322955
0.5953444463138463,216.9109213479647
0.5990226257424857,217.08834188380726
0.6035280179439609,217.19954757059168
0.6074866110529219,217.4076398567371
0.6116200703810556,217.51913536301828
0.6157483618002143,217.49851241557514
0.6184872494913317,217.50026958085857
0.623411538152837,217.71441166214805
0.6271470852182458,217.84157701662866
0.6308073610775474,217.8540170026352
0.6356446882244234,218.02460564361826
0.6394198855482643,218.17209937563877
0.6434815124242045,218.29397331115197
0.6474802640477676,218.2648195419
0.6511840936665881,218.18173693011428
0.6551539007170911,218.48090696704529
0.6589156301273934,218.63475155582182
0.6627555416788616,218.7501216402635
0.6668074299269012,218.81974165169788
0.6707416319237308,218.7118755499489
0.6747153292174503,218.78198079235665
0.6798890409834609,219.01202952593678
0.6839270632142426,219.08431618514825
0.6881752189739113,219.17686449242308
0.692242817615906,219.19144615882288
0.6963243352507967,219.28377734637195
0.7002534947262352,219.51214224068568
0.7044656772124679,219.4617500823462
0.7085768033280707,219.39841871140703
0.712593876593883,219.53048130164694
0.7164059322658544,219.58343413113965
0.7202488108176858,219.49052305728023
0.7241142209962793,219.5400545998288
0.7280938775372353,219.67652556569587
0.7319048661613491,219.76380608435255
0.7368678959704479,219.7739857565045
0.7409510205202948,219.89017339827984
