"Rocket Body Section: Position in Rocket Tip[Y] (m)","Rocket Body Section: Pressure (Pa)"
0.23358351781881947,4494.773228580685
0.23684063567085745,4383.909034383714
0.24004327612324095,4330.3095406253615
0.2431735624606126,4262.321430193103
0.24670201231295574,4072.9026867243592
0.24982639571525508,3952.2084891363347
0.2536059009167613,3918.612657331734
0.2554797868690797,3885.923710210286
0.2593569800291349,3767.0976552855855
0.2626053108812163,3559.3053254639967
0.26666816081903133,3509.5725474407773
0.26964098482206755,3412.5759410915666
0.2725179656512535,3237.9291121782003
0.2766372539932906,3125.5928131456217
0.28015692224623806,2988.5179879627094
0.2820457350586005,2936.764395991822
0.2853624742312146,2874.676373477485
0.2892770552974701,2735.306571701329
0.2926067176376585,2573.6065307702547
0.29620737004333914,2549.457660948684
0.29936103334640557,2462.8702738658894
0.3024175500281256,2362.261907392052
0.3054022435070786,2261.3266718635614
0.30916159058143994,2066.7436806877295
0.30918506114153316,2064.9820410727234
0.31224936755159377,1941.0688950412898
0.3154592794087258,1952.0858986473481
0.3189624143412099,1849.0674831179651
0.32262991006646374,1737.6666161830362
0.32560331128161585,1577.9575266311963
0.3256660093648495,1573.4071463589678
0.32918352370790965,1501.20147753047
0.33267274761537163,1485.1364529797597
0.335622010282915,1383.083276898943
0.33907055482052967,1197.7199081643137
0.34240002975675105,1151.1055538461483
0.3457783748406486,1105.522513332363
0.3488476280802481,955.48334918039
0.3489225732952394,950.1063771217582
0.35180543799920255,719.7773899472302
0.3550653688356517,634.1317216536829
0.35918852868203704,675.0392294270177
0.3626702503405596,538.9443904286826
0.3651509684919813,421.00500216563063
0.36861866090209155,399.62679031021116
0.37196174938516097,324.33446934419203
0.37544184350295645,198.03189284002787
0.37893326489833407,160.07345345792532
0.38234117268707174,42.302325207943134
0.3859257477515749,-74.74888782449648
0.3882311191150489,-194.58908222981145
0.39267456429394326,-233.1417949892534
0.3950516640476402,-222.46209874777117
0.39831284631588754,-349.35224589316346
0.40184261923689285,-534.7470667309374
0.40530681519370243,-605.095917243944
0.40905138927886336,-693.4552382861489
0.4115319743365859,-720.2495633202825
0.41526991723794787,-832.5749611406302
0.4187361368243529,-991.2506201191144
0.4220288518137358,-989.9699433608483
0.42540921665079806,-1058.802274150706
0.42880298178195203,-1164.0936033054481
0.4323650251563606,-1188.8374554558266
0.4346874835856937,-1279.6555610210567
0.43895477841439334,-1351.8069526960578
0.440866404950811,-1524.2233403029225
0.44527650313734457,-1657.3455653399194
0.44867471666369607,-1707.698033409872
0.4520969832355549,-1822.802246251445
0.45571121053104335,-1802.2196165563619
0.4579387392180748,-1899.4205241241075
0.46250487398576834,-1975.4536654416793
0.4649525181621824,-1989.7836364022437
0.46843689392579535,-2063.122855883025
0.47191670590234625,-2200.4930797802713
0.4753988043865133,-2340.976902859885
0.47890949903579705,-2407.8617195113907
0.48132701482266615,-2462.4223186747067
0.4859036833976408,-2492.61225227061
0.48817615058933106,-2527.6038443597654
0.49191843567117755,-2649.437185221912
0.49527464304893176,-2823.6152654417647
0.49947935790354736,-2781.874176358041
0.5014039912290232,-2800.420919629473
0.5049736033977564,-2920.581761293816
0.5082065828362522,-3064.4690793562077
0.5115786767425502,-3135.981974318498
0.5152436256738052,-3144.295470750959
0.5186967620988946,-3340.921959747853
0.521968430409674,-3415.674548452179
0.5254198996974054,-3366.806183465891
0.5288512582835266,-3438.3598151073793
0.532359526085776,-3398.8494165422358
0.5336125133514399,-3393.371119436977
0.535997306040744,-3458.0135184200653
0.5383474635705984,-3477.8088280517613
0.5434696817558123,-3413.2359510100823
0.5474779908646533,-3329.5039723086566
0.5515008779003355,-3280.4027370016856
0.5553394756643392,-3291.3303748626386
0.5590749712091309,-3182.120375095521
0.5629184884725512,-3064.2076382813643
0.5669392380665498,-3080.4032072844193
0.5710082022220947,-3021.3879236414323
0.5758599529028362,-2899.5143232024293
0.5783304136751598,-2892.27462837478
0.5836967074196658,-2899.5463643083676
0.5864211026231311,-2842.0454042185506
0.5914201299923706,-2785.694800871258
0.5953444463138463,-2720.3051261686587
0.5990226257424857,-2641.4119575816567
0.6035280179439609,-2607.3619432401783
0.6074866110529219,-2529.049722514151
0.6116200703810556,-2483.7269769250006
0.6157483618002143,-2494.274209005153
0.6184872494913317,-2491.202092704427
0.623411538152837,-2395.213918136073
0.6271470852182458,-2338.3180434238006
0.6308073610775474,-2343.5813071094262
0.6356446882244234,-2281.190314325473
0.6394198855482643,-2225.8439587559405
0.6434815124242045,-2177.3468407049095
0.6474802640477676,-2186.25308209823
0.6511840936665881,-2224.3988455122962
0.6551539007170911,-2097.166022883977
0.6589156301273934,-2033.52523590776
0.6627555416788616,-1994.2372358935536
0.6668074299269012,-1968.8589964145676
0.6707416319237308,-2016.1794937205423
0.6747153292174503,-1986.5692984923103
0.6798890409834609,-1890.647373536703
0.6839270632142426,-1863.1852841270816
0.6881752189739113,-1821.9075590063753
0.692242817615906,-1816.6600741130976
0.6963243352507967,-1778.783005806379
0.7002534947262352,-1674.1993684091615
0.7044656772124679,-1695.1055182029986
0.7085768033280707,-1721.768110646819
0.712593876593883,-1657.0338312502663
0.7164059322658544,-1633.8157962532816
0.7202488108176858,-1680.1242912769612
0.7241142209962793,-1658.0309499048035
0.7280938775372353,-1600.1920568160267
0.7319048661613491,-1566.1388219041023
0.7368678959704479,-1562.209891002106
0.7409510205202948,-1515.5613329356584
0.7453206078307334,-1434.5740453970434
0.7494593849772305,-1447.5294352344513
0.7533192253915623,-1405.0598493965967
0.7570686748397987,-1364.891962717479
0.761164884415742,-1398.9693916866847
0.7649600324024989,-1395.5754560553396
0.7696335891172105,-1356.306672635103
0.7733924896477876,-1365.4315177101123
0.7779370305113998,-1280.0556722190715
0.7822840836911699,-1267.9926097730738
0.7849494220955698,-1275.783611455559
0.7903988623170358,-1219.1576482169928
0.7930753138781462,-1189.6137880143292
0.7986232726405335,-1159.7829063602348
0.8011780278876183,-1181.7755559848733
0.8056989071484889,-1202.0707025577951
0.810619975658002,-1102.6027474077805
0.8144436610494444,-1141.8616249058741
0.8192519444764647,-1137.574394879954
0.8232347750017316,-1127.837256682416
0.8280764003512814,-1065.4291034738612
0.8321960848768782,-1059.3955558903444
0.8362450784164498,-1082.527340337036
0.8403759992088157,-1039.1929191899285
0.844462188693648,-1017.2535542778339
0.8486877835330958,-998.2272779868297
0.853886395020084,-1011.8379996246887
0.858391475298692,-986.7535348942736
0.8636015537473839,-927.4152876672697
0.8682797004046375,-957.0162095404172
0.873604478513948,-1040.4238968519505
0.8789647052519506,-962.0336646676033
0.8839190474028337,-831.3027126352655
0.8892287884594342,-877.9731045469034
0.8940024314013243,-887.3882677527514
0.8983151396759378,-850.3757657964557
0.903676573913441,-915.8869541520212
0.9096889060643524,-843.2356229657906
0.9130783463048854,-806.6488963447266
0.917663261995571,-750.0415263564066
0.9225875051780906,-659.2144370831293
0.9263368522226302,-782.9807987012825
0.9306826069281905,-760.0592334251482
0.9347593661144326,-696.0660650924785
0.9389780735036047,-748.8785457982101
0.9434828326192003,-730.3613341256022
0.9492427195359857,-695.3102778035516
0.9542489868094487,-719.5092373709705
0.9592447002519192,-705.1949060035383
0.9641900755159746,-711.9650511348696
0.9691039585648765,-639.0211331418291
0.9748647473499467,-706.3356395706764
0.9799507928678824,-697.7023915115924
0.9860996333577509,-587.6687271359488
0.9907430480261853,-695.1764987745272
0.9967392202087314,-690.5125389322807
1.0025247682059957,-542.5087460348684
1.0085381505723376,-608.8076493399385
1.0146101000576317,-611.264487189929
1.019811541780129,-623.4214477874875
1.0266887681109202,-667.1831557235145
1.0325874016931442,-489.0666024053264
1.0383075419060508,-409.2698720576508
1.0439219519226752,-558.7693548446168
1.0500662494914141,-579.2892742771173
1.0557603372182987,-556.187020874939
1.0625329184790815,-465.9986307031909
1.0678520818792243,-504.5015521963279
1.0725624571669456,-590.2303275398324
1.0785841026827285,-482.25242743156684
1.0831060462219233,-372.2749152887898
1.087585521259711,-435.8507495867832
1.0934839803239016,-409.250284321688
1.0979754096001242,-426.804502880305
1.102668495425935,-487.3430466454115
1.1075671813317431,-524.839866479845
1.1132124982319935,-474.67218049512894
1.1187007563040015,-361.70166061137184
1.1236054181875132,-416.23091751853974
1.1280638530468097,-421.83528630226465
1.1325295725510347,-363.09899278200305
1.1372535997143531,-319.59101928299924
1.1421292436889379,-355.2845834707914
1.1470921051474723,-389.95264351652315
1.1518875478054786,-458.51799188735583
1.1564560977404081,-444.0179390481402
1.1623577541667953,-425.01228905381015
1.1672819374863408,-325.433056513672
1.1730392231128022,-271.25973753787684
1.1786912180923352,-388.72239200150887
1.1847025996655343,-354.56230375683845
1.188292004368035,-340.47359938130376
1.194457368024152,-352.02342587518575
1.1998655815526218,-328.21467458565724
1.2058723856992974,-336.7393347556906
1.2106716860200832,-370.5006474567815
1.2150816273416536,-347.1708064435634
1.2202230554518465,-386.19164565834217
1.2250071537070475,-322.47955761120545
1.230797401696956,-311.26426573517506
1.235626656234403,-364.0586416884929
1.2416719145192434,-362.12816636900186
1.2450538762156846,-377.7840793578981
1.2505363326185235,-257.69693488053815
1.2554035760289437,-266.15445757272937
1.2613972934383768,-318.9052140690583
1.2661703998947555,-218.82785609362855
1.270589130138727,-205.89886011436295
1.2754802123365794,-247.73666248678626
1.280573588266845,-258.0312574523953
1.2861822777409997,-333.9551472698244
1.2915160250974025,-381.7551098978524
1.297081935700654,-373.56429615296594
1.3036144145246207,-244.76003110875433
1.3089667106934537,-191.27992481928283
1.314138150801518,-296.4502657570052
1.319985636903736,-208.56555900323366
1.3252134748767994,-133.5876255604343
1.330785234809986,-234.2668391063026
1.3364196685804397,-249.10146065723444
1.3411578173723977,-208.134179289434
1.3460271247735713,-260.82064282574834
1.3513791396843893,-244.93755687832115
1.3558279641203868,-196.6615834213987
1.3604681465111235,-209.402339977816
1.3655297721574298,-209.17542045008042
1.3702006310140624,-246.01162089852767
1.3751659601798025,-260.8472991219865
1.380487327869529,-242.13741563554652
1.3870024026420342,-181.86962836888574
1.3921627662615492,-197.21369773513425
1.3982524030959975,-254.6545508344397
1.4032541079663494,-207.03275028004123
1.4089419691801328,-123.0914583024559
1.4142726430834085,-184.93390210029494
1.4198173576754576,-198.05238374543976
1.4247367873404215,-251.4640797678741
1.4296595525281721,-208.21137279354863
1.4345310621399656,-159.71151292037388
1.43935173683116,-119.54136611538004
1.4446438669676729,-163.1066139106638
1.450501932205084,-241.3038627195125
1.4556148255634271,-280.7672249378224
1.4612244589297454,-159.32123115486223
1.4674905069111035,-80.23412147308267
1.4723990978787513,-146.2762463078691
1.47715742883625,-197.61604893519348
1.4820851148031515,-188.93273952606836
1.4883894991781166,-150.80718986065773
1.4936288123945718,-148.56378003585647
1.4985495741916772,-169.09364683302516
1.5049798255992843,-154.77711871445018
1.5095971802253894,-186.53744909239182
1.514128401534787,-196.17973734212222
1.5188954482640433,-171.31612388063996
1.5245124127524659,-178.35427547564925
1.5301529709846746,-204.4225427661525
1.5352861992956215,-237.89598470863075
1.5414619307326598,-183.84848788048686
1.5474453853597254,-168.08511763081515
1.5551092797673958,-208.99858401408005
1.5624027362880482,-296.0623955955548
1.5709347611902222,-76.13434646808118
1.579080239038234,-38.80868381531003
1.586414952628335,-87.06664050236958
1.593214630838646,-102.16146438836921
1.6004209964144585,-85.46891751057865
1.6059967921652671,-69.78656441104052
1.610932230304806,-169.665404076067
1.6171828316516204,-218.5530856480625
1.6218604623048474,-230.774475486827
1.626436130958705,-207.44758966745275
1.632566651872286,-165.43941558854974
1.6371815981320414,-181.62887140395478
1.6427175469366522,-153.63734923288243
1.6479526564204394,-153.00865019296054
1.653104542334956,-147.97455886283274
1.6586857347232087,-69.61453374439029
1.6632703664409398,-118.09562517219197
1.6677873696069407,-121.157837441598
1.673157098329847,-111.3527444207166
1.6782905211656314,-174.20727862150648
1.682751844814488,-122.71357787002233
1.6870993739739668,-53.22535152734302
1.6912352018907864,-97.60823297124335
1.6965332970738627,-114.24948739077684
1.7011731435017325,-101.87988007127079
1.7054980839629172,-117.87153753723689
1.7106126897141154,-109.01524856374965
1.7153221588718368,-200.88868333408755
1.7197334876049526,-179.55237369342558
1.7245211455462603,-160.54098443373
1.7295179981602076,-56.460739714989785
1.7353971227786638,25.643762501192647
1.740400843995294,-28.09926384874258
1.7460611097428884,-18.879558364353517
1.7508092613660378,-50.23192635224273
1.7561355213646554,-171.782930301712
1.7618457864957509,-137.16945313026503
1.7666855701078636,-8.533021160539445
1.77229832296611,-73.81955511664452
1.7777696458466938,-111.30662183649969
1.7823330993318756,-137.32500446748278
1.7881576763346485,-124.69711512613557
1.7931055199018413,-52.091291898990164
1.7978933736827019,-71.52945775287711
1.8040736725708875,-129.15429271492056
1.8102935929712414,-60.42048294606328
1.8142838918135062,-40.41626951465425
1.821227053943072,-21.695907940605643
1.8263906583800695,-110.44208716115408
1.8328202018466264,-200.58441430966298
1.8383853353830781,-52.99839922472343
1.8450273535121025,67.12517058474688
1.8500535067753914,-32.23566711279951
1.8557399348391743,-155.64297561480095
1.8605572615190613,-74.25312971876946
1.8651402595290807,-46.2908336516046
1.8696704864016256,-87.7327125839654
1.875594537407973,-63.26826565893914
1.8803798189332865,-74.492754571045
1.8864494913939602,-50.78894880215798
1.889607106687153,-54.342983467937565
1.8956846122720394,-34.014522640882106
1.9005779100047497,-17.76615580577866
1.9055232095352934,-40.22461413014858
1.9109924686464497,-122.82890888144522
1.9170965565666955,-34.06131892265565
1.9227642370499105,39.09441697135438
1.9290127542275768,75.3905390484745
1.9350506405860204,-14.032018008064203
1.939976013244529,-42.17680448351689
1.9445306901862016,41.34148916539633
1.9492311205248825,-87.82625896514773
1.9554071832988476,-110.7817607706601
1.9603918275257708,8.731178319894056
1.96484689230036,-75.67162126470815
1.9698287409833013,-54.406680777512086
1.9743036688117426,-4.8638179889249535
1.9793207575675213,-46.024794302841634
1.9850531862925849,6.72897597539739
1.989661013608197,6.151252222652921
1.9948808143893921,-75.08056234720601
2.0001117769287204,-141.0897730228445
2.005198477801598,-29.880194559409855
2.010916391744607,77.88996752271677
2.015216019628478,-35.895801315633584
2.019674751284929,-140.40055963379876
2.0264171200759797,-103.8858062016861
2.0317719802575325,-19.597277578951626
2.0370347999237612,23.584282826132394
2.0421904321186606,23.015840596218
2.047746567548945,-33.930586555886364
2.052703310115905,-24.587952102464634
2.0575919304677597,-27.02873196388815
2.063542485438119,-4.859684894396114
2.0682907919699125,-56.967601399105405
2.0732627565073027,-90.45563365078682
2.0793739388725547,-23.15842825035167
2.0846794247440115,-73.14191193646302
2.0910324871177557,80.32000307847639
2.095966607860527,13.436733447320066
2.101330324641254,-91.24697229021761
2.106619018980071,-85.38334659645697
2.110167081377443,-68.58138983209436
2.1160572997777933,68.96229820641337
2.121031286161767,69.28134580710179
2.1271253619246275,-18.007822689704916
2.1322808769971084,-66.74549052066271
2.1373764754651146,-40.53077386920216
2.142986686169251,61.69687601453659
2.147422589907686,46.67832400211374
2.151828482618933,50.223359255029614
2.1566507744025603,-6.6982413046985885
2.1614255367006785,-147.86182509863738
2.1669384847768245,-32.8895310961874
2.1721029790487427,57.79637297787474
2.178111737252071,98.91829464457211
2.182910725703984,21.01403312089934
2.1877419123016946,46.34217100173579
2.1930081455607398,81.40672476247448
2.197001645515298,-74.28562291606553
2.2023980661670106,-35.745665686490476
2.206702038305533,93.98082388512103
2.2108975976489798,74.57256635991766
2.2151221652287547,10.631340032551787
2.219421567897475,-3.642356577449219
2.225242803291516,-53.53893784377356
2.229421648171426,-25.949470047354346
2.2343627141484625,36.336776481170475
2.238983412880553,-41.75211250976617
2.2442075589274206,-58.77602241510395
2.248820038457294,46.83038242569407
2.254043556349678,104.49172959268907
2.2585883322061995,-48.48419468840781
2.2633415363824914,-36.659733704125586
2.2676158631569483,30.163529726573067
2.272250826421419,60.350682363655864
2.2762525032220555,28.12649523001342
2.2801156303507,-29.58253927516957
2.2839869577713285,-54.37568381726885
2.2885938893798374,48.75801738544701
2.2924288280740233,-4.025399727823212
2.296169684800926,-11.433277759059465
2.300980139167626,75.81900920760634
2.304834366023349,25.094731821330036
2.3086520585092636,44.00309832379362
2.3125115554748152,37.883226109139954
2.3164451424097674,108.27083781855612
2.3205884985537812,119.81721747999006
2.3248884542451296,-23.12148683968177
2.3290104771089104,51.11120339283485
2.3327806282549557,80.8187246870577
2.336677000358297,18.46659833149991
2.3421492259845755,40.727606756002125
2.344589936945982,18.330632794937916
2.3486070065418088,-4.981423997796588
2.3525383856590447,17.898407189892133
2.357162050202913,77.59997419761164
2.3609816911678077,55.802914083194906
2.36473235265532,5.228654283525272
2.3691576371776564,41.96456145872091
2.3730310267583063,83.38320186881481
2.3770467382394234,91.86083853458324
2.3813092292720377,131.03137546725594
2.3851404836048915,254.7362540430131
2.388984652094504,366.1390125313641
2.392884488186296,483.0281743330286
2.396896883194545,661.7070743067652
2.4008101982863552,788.6048657989265
2.4050840776092364,872.9541911602773
2.4091072985216457,974.6995751583879
2.414226814779627,1007.5493353472211
2.418286358680799,1000.1517583859273
2.4222350030849276,956.376792416525
2.4261507718052155,811.3371659362942
2.429957455448983,756.0645932551087
2.434557739013756,720.379750487328
2.4383811216376037,523.0214921367071
2.4423333252265795,432.25087980296985
2.4464653071883586,453.8782192224901
2.4506472351401696,426.3174057081412
2.454830116870012,321.4761366054943
2.458895924585317,326.3267624098994
2.4628194049177505,293.5173163463855
2.466873087180888,267.9890751553982
2.470802220066059,309.88256542346653
2.4749815460976707,259.49019176720253
2.479242478046976,253.03541643434227
2.484501129630503,221.3184046737873
2.488604838999477,212.9174740309118
2.492577717707981,215.9913437571657
2.4965136691863994,127.84784936477449
2.50050478458607,115.45827075457768
2.5044362476271096,100.2403489173306
2.508377814501247,95.95842044873805
2.5124622297709798,208.9975164630876
2.5164980431142157,144.3292361555201
2.5204762637294276,101.75139891341263
2.52441453119907,171.34687640739014
2.5283036003191546,206.2606872417365
2.533672945739666,92.31054213065234
2.5377023257882914,51.052876191024694
2.5420497485012445,106.9632473294881
2.5463919135163144,95.5550883591346
2.5519938146147285,63.17986937357598
2.5564084126150184,117.84397758990629
2.560875733101106,72.52959910239116
2.566195652722218,35.477411051593485
2.5718242230211037,108.85244020327104
2.575657848925601,153.8725755203697
2.5812471600622495,188.34301316356394
2.585458740729533,96.14553922838648
2.5904967223255637,31.846797105748067
2.594633796396691,-1.0961080956273337
2.599792546472436,2.063160609156356
2.603985442603496,27.08954851571404
2.6093691933027023,32.59072700010398
2.613495754028276,7.37891669611399
2.6176673052732173,29.914114810272643
2.6218792344398603,27.746147259171355
2.6274484595338627,101.7812166793563
2.631431713427351,-14.459760890061084
2.635924595813799,-60.868499572320694
2.6398423463169047,89.56209683283112
2.643870868769213,50.59418390827934
2.647781627384019,65.42318454821843
2.6515371634994835,74.04314577057123
2.6556143335754405,4.486116816090572
2.6595348517833055,113.87702919304951
2.6636726078519692,-981.5971524362133
2.66631251335144,-3887.8808916208764
2.66631251335144,-3887.8808916208764
2.668865557310188,-7213.343173978248
2.671647923057055,-8953.6109573098
2.67560180569605,-9502.74758741118
2.679693420131348,-9336.38380923199
2.683994717334789,-9379.169939853462
2.688941744571051,-9287.232916488801
2.6912543959142066,-9242.955443518751
2.6961023125943506,-9157.565562349784
2.700138603172396,-9036.994763782131
2.704296670529196,-8968.429741916829
2.708219165066689,-8845.964350518965
2.712188751616391,-8709.331375741178
2.7160652221605717,-8612.22425615448
2.7197543334141674,-8478.205265671782
2.7233952727191135,-8321.6562412741
2.727990944109781,-8212.560602552858
2.7316920970872354,-8114.984021742435
2.7361539683059237,-7959.57474768152
2.73896001131646,-7857.927024297005
2.743479912075978,-7660.129114640265
2.7473396040261235,-7565.877608560174
2.751046017239739,-7479.568028505248
2.7553286800133643,-7273.75620494851
2.7591477143295,-7176.1383429319085
2.7634575815485976,-6989.699015815395
2.767232520146206,-6914.924345788048
2.7709853715107466,-6936.651677006972
2.77540882905948,-6878.9719297510255
2.7792032479839706,-6940.34152275413
2.7835180570383264,-6952.539134909253
2.7873025542698007,-7016.227757553865
2.791024101351376,-7067.612611803561
2.794723453335844,-7098.267680840236
2.7991391387697333,-7095.240815956835
2.8029289516959666,-7056.114199882439
2.8075501685807325,-6994.6640989068055
2.8103519478926557,-6896.90060678798
2.8147233742351347,-6581.77166036458
2.818460238624716,-6288.7189272654305
2.8223587073339216,-5986.043937672229
2.8265360773740187,-5659.741045748253
2.830444955405755,-5414.803848514279
2.834699337482675,-5041.2891833806725
2.8385279516003195,-4820.115419048247
2.8423193228063304,-4650.695361516491
2.8470108174363764,-4367.134245949493
2.8498905425923744,-4269.4138671187275
2.853985179475645,-4138.100224404849
2.85631251335144,5507.070716347272
2.85631251335144,5843.356791805651
2.8563125133514404,-15669.72471286292
2.8563125133514404,-15015.949468588244
2.8563125133514404,-14345.723995680586
2.8563125133514404,-12747.341235792775
2.8563125133514404,-11330.379862937325
2.8563125133514404,-9064.369617529086
2.8563125133514404,-8203.867350155811
2.8563125133514404,-7416.226889793724
2.8563125133514404,-5833.351247462377
2.8563125133514404,-5833.351247462377
2.8563125133514404,-4687.339446942449
2.8563125133514404,-127.01449045553476
2.8563125133514404,3777.670406858807
