"Rocket With Fin Section: Position in Rocket Tip[Y] (m)","Rocket With Fin Section: Temperature (K)"
-0.014723672971096629,236.83069255692956
-0.013288933318706472,239.4202058936579
-0.01135235647635954,247.49254495790973
-0.009741107832127645,251.70151077525833
-0.00728633002179089,256.15900269746044
-0.004180000111694493,257.42472248385366
-0.0010063377695543854,255.24170495038507
0.002130121331800345,255.2701647306061
0.005502320176762762,255.08277428366154
0.00891487798634658,254.2211040762791
0.011683036090085667,254.2260562728212
0.014954433831684672,253.70297406376426
0.018219466636711656,252.88350930516626
0.02144288622981078,252.4696835661024
0.024518828326882618,252.4140473582009
0.0278284695249104,252.36259998491767
0.031093947072534357,251.70763512760317
0.034405706046532286,251.0954678847861
0.03773127395343625,251.18819409553078
0.04085044260694505,251.569739995246
0.04404459617444789,251.65103459939724
0.047264333657238804,251.20481553823728
0.0504060590280989,250.58775578155308
0.05378060248921588,250.09325108409666
0.05705874540472364,249.73314341206276
0.06022158052728684,249.25999536928776
0.06364473837617564,249.1842517057255
0.06693742380701179,248.83368575183508
0.06967865184513738,248.64739729833286
0.07306981875363032,248.6043753267011
0.07626684989562431,248.18580908046164
0.07968554712553758,247.45520141917729
0.08282783989447287,247.1799106769127
0.08605663311214441,247.206428160165
0.08927452954776462,246.8707249029589
0.09267481053401361,246.7635781157353
0.09586840924499529,246.6516226140932
0.09894238084423024,246.10025403090614
0.10234224371710197,245.71299052229784
0.10569497760064615,245.41452528244776
0.10900017773122725,245.06290508354934
0.11233447336999022,244.7888325695871
0.11507985647472437,244.52837451208768
0.11863530314092526,244.49722043371452
0.12178374989219759,244.22857640364617
0.12507452432072447,243.66541349121925
0.12838365182492167,243.35916830819284
0.13168152077777076,242.85512082032142
0.1348053995772395,242.39775069154513
0.13824757095792264,242.2227853559861
0.14144249388158606,242.05740023751844
0.14465863372466417,242.02574500951377
0.14791260092118075,241.71946077639308
0.1512092227808789,241.10415178062573
0.154385017959089,240.62637990208887
0.15791755419871223,240.5221921533897
0.16106211199185747,240.22156358978123
0.1643595937326122,239.78158392488888
0.1676774960503816,239.92290928572857
0.1708982202060417,239.82739090658703
0.1741335640129736,239.27642111865538
0.1772337208551949,238.9328730432399
0.1806223351515573,238.95656376850164
0.1839824088531175,238.54564356042852
0.187222215380706,238.25577296130731
0.19037005399934032,238.21337743501863
0.19383004427939682,237.81843080751958
0.19712527177178132,237.20942896895534
0.20023269851703376,236.96869927185287
0.20369202319469573,237.1156244259446
0.20680603086976126,236.76907522562107
0.20998187810019212,236.4785614960565
0.21348781194682287,236.2408204235972
0.2167096514932041,235.84938109380965
0.22010379716695327,235.71274116110763
0.22338626129689665,235.37301274627382
0.22657768342269824,235.0403702835662
0.23023576619454023,234.80744584181548
0.23301815114105692,234.67433236731384
0.2363533653014351,234.57202208608842
0.23961756101872475,234.19086495710178
0.24319079799040952,233.80030647662065
0.24644817085605195,233.67584312829942
0.249741153015659,233.43742377832723
0.25293570746710653,233.19916843209916
0.25645752133392413,232.78945702730968
0.2596231261133614,232.5643343160231
0.2629110176546238,232.3151672499844
0.2662242527315181,232.0256480900207
0.26947852972178493,231.8605994989071
0.272897435017962,231.53300207693152
0.2762910906515476,231.10991263117938
0.2794164157637841,231.02020948758238
0.28257496825437295,231.02871286564653
0.28578395139105905,230.77611476773592
0.28926721829874047,230.41286733765278
0.2925285777801786,230.09458706060138
0.2960064457477175,229.97084562580324
0.2994010892932305,229.83401253687356
0.30255458998303275,229.59557456089001
0.30572451795630984,229.28382375507874
0.3090071433139364,228.96566338023734
0.31226513861434524,228.7638434917469
0.3157074220255919,228.65345829857716
0.3192648201837923,228.35454109147355
0.32260404371108853,228.00264680529094
0.32586490201891916,227.80124759921023
0.32916888845496384,227.542758240299
0.3323725482484158,227.4580411559659
0.3355817109263478,227.39426684676525
0.3388976319360551,226.92507040332285
0.34246403840436895,226.68081833574774
0.34568761743449655,226.4630487963644
0.3488888744303778,226.12024324038126
0.3524447547880854,225.9366754192588
0.35531292967979927,225.75109608590884
0.35891046432170876,225.56684715540115
0.3621512712317572,225.38961878430968
0.3654865935609711,225.13087016799457
0.36883160433716694,224.77161291263835
0.37214425722100036,224.5073325447224
0.37571864720494325,224.47512867161652
0.3786698210472628,224.29271768610508
0.38201779731243307,223.94345475341123
0.38561606061435044,223.67184526878296
0.38861681912251084,223.51121883670606
0.3923212417113436,223.33734186432545
0.3953234454730901,223.12897921140586
0.3987344391711252,222.98068794404182
0.4021112783015333,222.7480756315727
0.40547390741661743,222.48612799721954
0.4088786119261479,222.35295103346414
0.41184535096571767,222.03994046957916
0.41526670069810856,221.83364078956208
0.41861227532862055,221.54951748939231
0.42200920704232403,221.3657373357908
0.42538576423110785,221.23093314351064
0.4287457508157011,220.98401953916698
0.43215509104113603,220.8057482855659
0.43512361964751567,220.68126516096473
0.4387447076274349,220.57217317147484
0.4420743423251696,220.0784901378887
0.4453190871071395,219.90340708860705
0.44865942614089893,219.83466444466487
0.452032075350689,219.58039270330028
0.4554308405789016,219.414759947963
0.458793749035211,219.15811241063727
0.4618619844985006,219.08628901422148
0.4651910452383008,218.77497182048404
0.46858994598476333,218.56778518829785
0.4719759687789582,218.25636745066038
0.4753297778344694,218.0696244238019
0.47869919321467225,217.9909578354026
0.482022954302453,217.72997590721604
0.48509817241403286,217.6889593414459
0.4885231983192486,217.3798047212172
0.49191111932804366,217.20236295621422
0.49527766963640585,217.14202361098873
0.4988906127275399,216.86376173117273
0.5017511934100478,216.62583813815718
0.5051388558514291,216.38410042629104
0.5084503700541771,216.14056775228244
0.5118376174296888,215.89444247414843
0.5152172912251312,215.93159873910483
0.5185715250147058,215.76946593457546
0.5219551057630423,215.5805634377096
0.5253512481749596,215.36389219482925
0.5286899609850593,215.17004429643623
0.5320838241403816,215.32830193896996
0.5336125133514396,215.37044409681607
0.5356982042073464,215.07962524609775
0.5396727546518203,215.01204976659287
0.5436540628711557,215.18279267266206
0.5476141559694472,215.30435365411114
0.551916445200707,215.5522396273581
0.5555410950568078,215.69339064029765
0.5601340532033425,215.7999663104039
0.5644442284658637,215.9253243139343
0.5687212051158916,216.00877243053557
0.5731004220470093,216.22875936975882
0.5770568277567005,216.37583422349044
0.581046020370483,216.3989742582266
0.5850327388955294,216.57118452319077
0.5889684763621699,216.6109437538858
0.5929486130533277,216.76574042855376
0.5969574312844024,216.8415259952772
0.6011672684315201,216.99601584259943
0.6052829708596612,217.17404819682963
0.6088245962553784,217.158804233209
0.6129939833091738,217.3764410329823
0.6169823244342407,217.47813216751433
0.621354942332365,217.4692198117378
0.6248181376976143,217.59591786419406
0.6290771913670474,217.8202232384768
0.6330615600524998,217.89507753735327
0.6370208754033346,217.91925688726087
0.6414123677875472,218.0267401722172
0.644902788000487,218.12686135887745
0.6492746440670432,218.2951359261781
0.6528059147881045,218.36848093020515
0.6570866577742513,218.5391409613181
0.6610182517317671,218.64548557105607
0.6653185544014606,218.63417872356803
0.6689003059882095,218.6963715143594
0.6732103470771935,218.889901908856
0.6771458840214983,218.93154445411017
0.6811187388688464,218.9142470604808
0.6850926636501808,218.98681253383438
0.6893079964506692,219.12792961751526
0.6929542838828995,219.2804427325038
0.6970892397777708,219.24643736037098
0.7012444280854455,219.24316279004952
0.7053510416004334,219.39296303676397
0.7096820126728012,219.48633573256123
0.7132714221987808,219.4521661007285
0.7175322994697668,219.58567503171022
0.7215053395203179,219.62821129679952
0.7254398493181371,219.5684205644497
0.7294017468757612,219.68947727757347
0.7333979969439339,219.82284982098827
0.7377831950513796,219.84406428186657
0.7412405370017854,219.81351810366158
0.7455386209183226,219.82567201371197
0.7494712188819779,219.9982518489321
0.7537679214297557,220.1418648711799
0.7577474690442336,220.0524998958632
0.76120252128061,220.02724902520933
0.7654129544674066,220.19567730758058
0.7693185613315319,220.32032561704216
